Session-old	Date	Start Time	End Time	PID-old	PID	Title	Author	Category	Track	Session	Poster(pref)	Hybrid Unit No	Assigned Board	Location	Presentation Order
Session 3	2024-03-18	14:00	15:30	321	321	$\mu$PLAN: Summarizing using a Content Plan as Cross-Lingual Bridge	Fantine Huot, Joshua Maynez, Chris Alberti, Reinald Kim Amplayo, Priyanka Agrawal, Constanza Fierro, Shashi Narayan, Mirella Lapata	Poster	Summarization	Session 3	In Person		28	Radisson	
Session 3	2024-03-18	14:00	15:30	217	217	3D Rotation and Translation for Hyperbolic Knowledge Graph Embedding	Yihua Zhu, Hidetoshi Shimodaira	Poster	Information Extraction	Session 3	In Person		9	Radisson	
Session 3	2024-03-18	14:00	15:30	41	41	A Methodology for Generative Spelling Correction via Natural Spelling Errors Emulation across Multiple Domains and Languages	Nikita Martynov, Mark Baushenko, Anastasia Kozlova, Katerina Kolomeytseva, Aleksandr Abramov, Alena Fenogenova	Poster	Generation	Session 3	In Person		5	Radisson	
Session 3	2024-03-18	14:00	15:30	309	309	An Empirical Analysis of Diversity in Argument Summarization	Michiel van der Meer, Piek Vossen, Catholijn M Jonker, Pradeep Kumar Murukannaiah	Poster	Sentiment Analysis, Stylistic Analysis and Argument Mining	Session 3	In Person		26	Radisson	
Session 3	2024-03-18	14:00	15:30	299	299	Argument Mining as a Text-to-Text Generation Task	Masayuki Kawarada, Tsutomu Hirao, Wataru Uchida, Masaaki Nagata	Poster	Information Retrieval and Text Mining	Session 3	In Person		15	Radisson	
Session 3	2024-03-18	14:00	15:30	163	163	Backtracing: Retrieving the Cause of the Query	Rose E Wang, Pawan Wirawarn, Omar Khattab, Noah Goodman, Dorottya Demszky	Poster	Information Retrieval and Text Mining	Session 3	In Person		16	Radisson	
Session 3	2024-03-18	14:00	15:30	7	7	Chem-FINESE: Validating Fine-Grained Few-shot Entity Extraction through Text Reconstruction	Qingyun Wang, Zixuan Zhang, Hongxiang Li, Xuan Liu, Jiawei Han, Huimin Zhao, Heng Ji	Poster	Information Extraction	Session 3	In Person		10	Radisson	
Session 3	2024-03-18	14:00	15:30	279	279	Clarifying the Path to User Satisfaction: An Investigation into Clarification Usefulness	Hossein A. Rahmani, Xi Wang, Mohammad Aliannejadi, Mohammadmehdi Naghiaei, Emine Yilmaz	Poster	Information Retrieval and Text Mining	Session 3	In Person		17	Radisson	
Session 3	2024-03-18	14:00	15:30	339	339	Corpus-Steered Query Expansion with Large Language Models	Yibin Lei, Yu Cao, Tianyi Zhou, Tao Shen, Andrew Yates	Poster	Information Retrieval and Text Mining	Session 3	In Person		18	Radisson	
Session 3	2024-03-18	14:00	15:30	117	117	Desiderata For The Context Use Of Question Answering Systems	Sagi Shaier, Lawrence Hunter, Katharina von der Wense	Poster	Question Answering	Session 3	In Person		25	Radisson	
Session 3	2024-03-18	14:00	15:30	83	83	Evaluating Unsupervised Argument Aligners via Generation of Conclusions of Structured Scientific Abstracts	Yingqiang Gao, Nianlong Gu, Jessica Lam, James Henderson, Richard Hahnloser	Poster	Sentiment Analysis, Stylistic Analysis and Argument Mining	Session 3	In Person		27	Radisson	
Session 3	2024-03-18	14:00	15:30	333	333	Flow Matching for Conditional Text Generation in a Few Sampling Steps	Vincent Tao Hu, Di Wu, Yuki M Asano, Pascal Mettes, Basura Fernando, Björn Ommer, Cees G. M. Snoek	Poster	Generation	Session 3	In Person		6	Radisson	
Session 3	2024-03-18	14:00	15:30	324	324	High-quality Data-to-Text Generation for Severely Under-Resourced Languages with Out-of-the-box Large Language Models	Michela Lorandi, Anya Belz	Poster	Generation	Session 3	In Person		7	Radisson	
Session 3	2024-03-18	14:00	15:30	381	381	Improving Backchannel Prediction Leveraging Sequential and Attentive Context Awareness	Yo-Han Park, Wencke Liermann, Yong-Seok Choi, Kong Joo Lee	Poster	Dialogue and Interactive Systems	Session 3	In Person		1	Radisson	
Session 3	2024-03-18	14:00	15:30	469	469	Joint Inference of Retrieval and Generation for Passage Re-ranking	Wei Fang, Yung-Sung Chuang, James R. Glass	Poster	Information Retrieval and Text Mining	Session 3	In Person		19	Radisson	
Session 3	2024-03-18	14:00	15:30	99	99	Large Language Models for Scientific Information Extraction: An Empirical Study for Virology	Mahsa Shamsabadi, Jennifer D'Souza, Sören Auer	Poster	Information Extraction	Session 3	In Person		11	Radisson	
Session 3	2024-03-18	14:00	15:30	303	303	Less is More for Long Document Summary Evaluation by LLMs	Yunshu Wu, Hayate Iso, Pouya Pezeshkpour, Nikita Bhutani, Estevam Hruschka	Poster	Summarization	Session 3	In Person		29	Radisson	
Session 3	2024-03-18	14:00	15:30	443	443	Let's Negotiate! A Survey of Negotiation Dialogue Systems	Haolan Zhan, Yufei Wang, Zhuang Li, Tao Feng, YUNCHENG HUA, Suraj Sharma, Lizhen Qu, Zhaleh Semnani Azad, Ingrid Zukerman, Reza Haf	Poster	Dialogue and Interactive Systems	Session 3	In Person		2	Radisson	
Session 3	2024-03-18	14:00	15:30	271	271	Leveraging Open Information Extraction for More Robust Domain Transfer of Event Trigger Detection	David Dukić, Kiril Gashteovski, Goran Glavaš, Jan Snajder	Poster	Information Extraction	Session 3	In Person		12	Radisson	
Session 3	2024-03-18	14:00	15:30	301	301	Local and Global Contexts for Conversation	Zuoquan Lin	Poster	Dialogue and Interactive Systems	Session 3	In Person		3	Radisson	
Session 3	2024-03-18	14:00	15:30	13	13	More Discriminative Sentence Embeddings via Semantic Graph Smoothing	Chakib Fettal, lazhar labiod, Mohamed Nadif	Poster	Information Retrieval and Text Mining	Session 3	In Person		20	Radisson	
Session 3	2024-03-18	14:00	15:30	50	50	réchet Distance for Offline Evaluation of Information Retrieval Systems with Sparse Labels	Negar Arabzadeh, Charles L. A. Clarke	Poster	Information Retrieval and Text Mining	Session 3	In Person		21	Radisson	
Session 3	2024-03-18	14:00	15:30	382	382	SENSE-LM : A Synergy between a Language Model and Sensorimotor Representations for Auditory and Olfactory Information Extraction	Cédric BOSCHER, Christine Largeron, Véronique Eglin, Elöd Egyed-Zsigmond	Poster	Information Extraction	Session 3	In Person		13	Radisson	
Session 3	2024-03-18	14:00	15:30	417	417	Small Language Models Improve Giants by Rewriting Their Outputs	Giorgos Vernikos, Arthur Brazinskas, Jakub Adamek, Jonathan Mallinson, Aliaksei Severyn, Eric Malmi	Poster	Generation	Session 3	In Person		8	Radisson	
Session 3	2024-03-18	14:00	15:30	374	374	STable: Table Generation Framework for Encoder-Decoder Models	Michał Pietruszka, Michał Turski, Łukasz Borchmann, Tomasz Dwojak, Gabriela Nowakowska, Karolina Szyndler, Dawid Jurkiewicz, Łukasz Garncarek	Poster	Information Extraction	Session 3	In Person		14	Radisson	
Session 3	2024-03-18	14:00	15:30	177	177	Style Vectors for Steering Generative Large Language Models	Kai Konen, Sophie Jentzsch, Diaoulé Diallo, Peer Schütt, Oliver Bensch, Roxanne El Baff, Dominik Opitz, Tobias Hecking	Poster	Dialogue and Interactive Systems	Session 3	In Person		4	Radisson	
Session 3	2024-03-18	14:00	15:30	164	164	Unsupervised Multilingual Dense Retrieval via Generative Pseudo Labeling	Chao-Wei Huang, Chen-An Li, Tsu-Yuan Hsu, Chen-Yu Hsu, Yun-Nung Chen	Poster	Information Retrieval and Text Mining	Session 3	In Person		22	Radisson	
Session 3	2024-03-18	14:00	15:30	441	441	When do Generative Query and Document Expansions Fail? A Comprehensive Study Across Methods, Retrievers, and Datasets	Orion Weller, Kyle Lo, David Wadden, Dawn Lawrie, Benjamin Van Durme, Arman Cohan, Luca Soldaini	Poster	Information Retrieval and Text Mining	Session 3	In Person		23	Radisson	
Session 3	2024-03-18	14:00	15:30	254	254	Why Generate When You Can Discriminate? A Novel Technique for Text Classification using Language Models	Sachin Pawar, Nitin Ramrakhiyani, Anubhav sinha, Manoj Apte, Girish Keshav Palshikar	Poster	Information Retrieval and Text Mining	Session 3	In Person		24	Radisson	
Session 3	2024-03-18	14:00	15:30	DEMO-9	DEMO-9	DepressMind: A Depression Surveillance System for Social Media Analysis	Roque Fernández-Iglesias, Marcos Fernandez-Pichel, Mario Aragon and David E. Losada	Demo	Demo	Session 3	In Person		D-1	Radisson	
Session 3	2024-03-18	14:00	15:30	DEMO-15	DEMO-15	Multi-party Multimodal Conversations Between Patients, Their Companions, and a Social Robot in a Hospital Memory Clinic	Angus Addlesee, Neeraj Cherakara, Nivan Nelson, Daniel Hernandez Garcia, Nancie Gunson, Weronika Sieińska, Christian Dondrup and Oliver Lemon	Demo	Demo	Session 3	In Person		D-2	Radisson	
Session 3	2024-03-18	14:00	15:30	DEMO-48	DEMO-48	TL;DR Progress: Multi-faceted Literature Exploration in Text Summarization	Shahbaz Syed, Khalid Al Khatib and Martin Potthast	Demo	Demo	Session 3	In Person		D-3	Radisson	
Session 4	2024-03-18	16:00	17:30	344	344	“According to . . . ”: Prompting Language Models Improves Quoting from Pre-Training Data	Orion Weller, Marc Marone, Nathaniel Weir, Dawn Lawrie, Daniel Khashabi, Benjamin Van Durme	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		8	Radisson	
Session 4	2024-03-18	16:00	17:30	179	179	A Classification-Guided Approach for Adversarial Attacks against Neural Machine Translation	Sahar Sadrizadeh, Ljiljana Dolamic, Pascal Frossard	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		9	Radisson	
Session 4	2024-03-18	16:00	17:30	93	93	A Comprehensive Evaluation of Inductive Reasoning Capabilities and Problem Solving in Large Language Models	CHEN BOWEN, Rune Sætre, Yusuke Miyao	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		10	Radisson	
Session 4	2024-03-18	16:00	17:30	369	369	A Dataset for Metaphor Detection in Early Medieval Hebrew Poetry	Michael Toker, Oren Mishali, Ophir Münz-Manor, Benny Kimelfeld, Yonatan Belinkov	Poster	Resources and Evaluation	Session 4	In Person		29	Radisson	
Session 4	2024-03-18	16:00	17:30	260	260	Aligning Large and Small Language Models via Chain-of-Thought Reasoning	Leonardo Ranaldi, Andre Freitas	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		1	Radisson	
Session 4	2024-03-18	16:00	17:30	4	4	Anisotropy Is Inherent to Self-Attention in Transformers	Nathan Godey, Éric Villemonte de la Clergerie, Benoît Sagot	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		11	Radisson	
Session 4	2024-03-18	16:00	17:30	311	311	Approximate Attributions for Off-the-Shelf Siamese Transformers	Lucas Moeller, Dmitry Nikolaev, Sebastian Padó	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		12	Radisson	
Session 4	2024-03-18	16:00	17:30	61	61	Barriers to Effective Evaluation of Simultaneous Interpretation	Shira Wein, Te I, Colin Cherry, Juraj Juraska, Dirk Padfield, Wolfgang Macherey	Poster	Resources and Evaluation	Session 4	In Person		30	Radisson	
Session 4	2024-03-18	16:00	17:30	442	442	Can Large Language Models Understand Context?	Yilun Zhu, Joel Ruben Antony Moniz, Shruti Bhargava, Jiarui Lu, Dhivya Piraviperumal, Site Li, Yuan Zhang, Hong Yu, Bo-Hsiang Tseng	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		13	Radisson	
Session 4	2024-03-18	16:00	17:30	125	125	Centering the Speech Community	Steven Bird, Dean Yibarbuk	Poster	Resources and Evaluation	Session 4	In Person		31	Radisson	
Session 4	2024-03-18	16:00	17:30	274	274	Clustering-based Sampling for Few-Shot Cross-Domain Keyphrase Extraction	Prakamya Mishra, Lincy Pattanaik, Arunima Sundar, Nishant Yadav, Mayank Kulkarni	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		2	Radisson	
Session 4	2024-03-18	16:00	17:30	378	378	CMA-R: Causal Mediation Analysis for Explaining Rumour Detection	LIN TIAN, Xiuzhen Zhang, Jey Han Lau	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		14	Radisson	
Session 4	2024-03-18	16:00	17:30	116	116	Comparing Template-based and Template-free Language Model Probing	Sagi Shaier, Kevin Bennett, Lawrence Hunter, Katharina von der Wense	Poster	Resources and Evaluation	Session 4	In Person		32	Radisson	
Session 4	2024-03-18	16:00	17:30	461	461	Dive into the Chasm: Probing the Gap between In- and Cross-Topic Generalization	Andreas Waldis, Yufang Hou, Iryna Gurevych	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		15	Radisson	
Session 4	2024-03-18	16:00	17:30	215	215	Do Language Models Know When They're Hallucinating References?	Ayush Agrawal, Mirac Suzgun, Lester Mackey, Adam Tauman Kalai	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		16	Radisson	
Session 4	2024-03-18	16:00	17:30	205	205	Do-Not-Answer: Evaluating Safeguards in LLMs	Yuxia Wang, Haonan Li, Xudong Han, Preslav Nakov, Timothy Baldwin	Poster	Resources and Evaluation	Session 4	In Person		33	Radisson	
Session 4	2024-03-18	16:00	17:30	474	474	Establishing degrees of closeness between audio recordings along different dimensions using large-scale cross-lingual models	Maxime Fily, Guillaume Wisniewski, Severine Guillaume, Gilles Adda, Alexis Michaud	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		17	Radisson	
Session 4	2024-03-18	16:00	17:30	327	327	Explaining Speech Classification Models via Word-Level Audio Segments and Paralinguistic Features	Eliana Pastor, Alkis Koudounas, Giuseppe Attanasio, Dirk Hovy, Elena Baralis	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		18	Radisson	
Session 4	2024-03-18	16:00	17:30	288	288	Goodhart’s Law Applies to NLP’s Explanation Benchmarks	Jennifer Hsia, Danish Pruthi, Aarti Singh, Zachary Chase Lipton	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		19	Radisson	
Session 4	2024-03-18	16:00	17:30	185	185	Interpreting Predictive Probabilities: Model Confidence or Human Label Variation?	Joris Baan, Raquel Fernández, Barbara Plank, Wilker Aziz	Poster	Interpretability and Model Analysis in NLP	Session 4	Virtual		20	GatherTown	
Session 4	2024-03-18	16:00	17:30	166	166	Investigating grammatical abstraction in language models using few-shot learning of novel noun gender	Priyanka Sukumaran, Conor Houghton, Nina Kazanina	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		21	Radisson	
Session 4	2024-03-18	16:00	17:30	14	14	Leak, Cheat, Repeat: Data Contamination and Evaluation Malpractices in Closed-Source LLMs	Simone Balloccu, Patrícia Schmidtová, Mateusz Lango, Ondrej Dusek	Poster	Resources and Evaluation	Session 4	In Person		34	Radisson	
Session 4	2024-03-18	16:00	17:30	88	88	Over-Reasoning and Redundant Calculation of Large Language Models	Cheng-Han Chiang, Hung-yi Lee	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		22	Radisson	
Session 4	2024-03-18	16:00	17:30	334	334	Predicting Machine Translation Performance on Low-Resource Languages: The Role of Domain Similarity	Eric Khiu, Hasti Toossi, Jinyu Liu, Jiaxu Li, David Anugraha, Juan Armando Parra Flores, Leandro Arcos Roman, A. Seza Doğruöz, En-Shiun Annie Lee	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		3	Radisson	
Session 4	2024-03-18	16:00	17:30	267	267	Rainbow - A Benchmark for Systematic Testing of How Sensitive Visio-Linguistic Models are to Color Naming	Marie Bexte, Andrea Horbach, Torsten Zesch	Poster	Resources and Evaluation	Session 4	In Person		35	Radisson	
Session 4	2024-03-18	16:00	17:30	251	251	Relabeling Minimal Training Subset to Flip a Prediction	Jinghan Yang, Linjie Xu, Lequan Yu	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		23	Radisson	
Session 4	2024-03-18	16:00	17:30	454	454	Sorted LLaMA: Unlocking the Potential of Intermediate Layers of Large Language Models for Dynamic Inference	Parsa Kavehzadeh	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		4	Radisson	
Session 4	2024-03-18	16:00	17:30	348	348	SPUQ: Perturbation-Based Uncertainty Quantification for Large Language Models	Xiang Gao, Jiaxin Zhang, Lalla Mouatadid, Kamalika Das	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		24	Radisson	
Session 4	2024-03-18	16:00	17:30	448	448	Testing the Depth of ChatGPT's Comprehension via Cross-Modal Tasks Based on ASCII-Art: GPT3.5's Abilities in Regard to Recognizing and Generating ASCII-Art Are Not Totally Lacking	David Bayani	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		25	Radisson	
Session 4	2024-03-18	16:00	17:30	475	475	The Queen of England is not England’s Queen: On the Lack of Factual Coherency in PLMs	Paul Youssef, Jörg Schlötterer, Christin Seifert	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		26	Radisson	
Session 4	2024-03-18	16:00	17:30	194	194	The Shape of Learning: Anisotropy and Intrinsic Dimensions in Transformer-Based Models	Anton Razzhigaev, Matvey Mikhalchuk, Elizaveta Goncharova, Ivan Oseledets, Denis Dimitrov, Andrey Kuznetsov	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		27	Radisson	
Session 4	2024-03-18	16:00	17:30	292	292	Translation Errors Significantly Impact Low-Resource Languages in Cross-Lingual Learning	Ashish Sunil Agrawal, Barah Fazili, Preethi Jyothi	Poster	Resources and Evaluation	Session 4	In Person		36	Radisson	
Session 4	2024-03-18	16:00	17:30	237	237	Understanding and Mitigating Spurious Correlations in Text Classification with Neighborhood Analysis	Oscar Chew, Hsuan-Tien Lin, Kai-Wei Chang, Kuan-Hao Huang	Poster	Interpretability and Model Analysis in NLP	Session 4	In Person		28	Radisson	
Session 4	2024-03-18	16:00	17:30	439	439	Unraveling the Dynamics of Semi-Supervised Hate Speech Detection: The Impact of Unlabeled Data Characteristics and Pseudo-Labeling Strategies	Florian Ludwig, Klara Dolos, Ana Alves-Pinto, Torsten Zesch	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		5	Radisson	
Session 4	2024-03-18	16:00	17:30	264	264	What the Weight?! A Unified Framework for Zero-Shot Knowledge Composition	Carolin Holtermann, Markus Frohmann, Navid Rekabsaz, Anne Lauscher	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		6	Radisson	
Session 4	2024-03-18	16:00	17:30	161	161	Where Do We Go From Here? Multi-scale Allocentric Relational Inferencefrom Natural Spatial Descriptions	Tzuf Paz-Argaman, John Palowitch, SAYALI KULKARNI, Jason Michael Baldridge, Reut Tsarfaty	Poster	Resources and Evaluation	Session 4	In Person		37	Radisson	
Session 4	2024-03-18	16:00	17:30	214	214	Who Needs Decoders? Efficient Estimation of Sequence-Level Attributes with Proxies	Yassir Fathullah, Puria Radmard, Adian Liusie, Mark Gales	Poster	Efficient/Low-resource methods in NLP	Session 4	In Person		7	Radisson	
Session 4	2024-03-18	16:00	17:30	DEMO-5	DEMO-5	TextBI: An Interactive Dashboard for Visualizing Multidimensional NLP Annotations in Social Media Data	Maxime Masson, Christian Sallaberry, Marie-Noelle Bessagnet, Annig Le Parc Lacayrelle, Philippe Roose and Rodrigo Agerri	Demo	Demo	Session 4	In Person		D-3	Radisson	
Session 4	2024-03-18	16:00	17:30	DEMO-7	DEMO-7	A Human-Centric Evaluation Platform for Explainable Knowledge Graph Completion	Zhao Xu, Wiem Ben Rim, Kiril Gashteovski, Timo Sztyler and Carolin Lawrence	Demo	Demo	Session 4	In Person		D-1	Radisson	
Session 4	2024-03-18	16:00	17:30	DEMO-33	DEMO-33	AnnoPlot: Interactive Visualizations of Text Annotations	Elisabeth Fittschen, Tim Fischer, Daniel Brühl, Julia Spahr, Yuliia Lysa and Phuoc Thang Le	Demo	Demo	Session 4	In Person		D-2	Radisson	
Session 4	2024-03-18	16:00	17:30	DEMO-44	DEMO-44	X-AMR Annotation Tool	Shafiuddin Rehan Ahmed, Jon Cai, Martha Palmer and James H. Martin	Demo	Demo	Session 4	In Person		D-4	Radisson	
Business Meeting	2024-03-19	13:00	13:45	5	5	French GossipPrompts: Dataset For Prevention of Generating French Gossip Stories By LLMs	MSVPJ Sathvik, Abhilash Dowpati, Revanth kumar Narra	Poster	Computational Social Science and Cultural Analytics	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	224	224	Discovering and Articulating Frames of Communication from Social Media Using Chain-of-Thought Reasoning	Maxwell Weinzierl, Sanda Harabagiu	Poster	Computational Social Science and Cultural Analytics	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	340	340	Reading Between the Tweets: Deciphering Ideological Stances of Interconnected Mixed-Ideology Communities	Zihao He, Ashwin Rao, Siyi Guo, Negar Mokhberian, Kristina Lerman	Poster	Computational Social Science and Cultural Analytics	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	464	464	LLM-GEm: Large Language Model-Guided Prediction of People's Empathy Levels towards Newspaper Article	Md Rakibul Hasan	Poster	Computational Social Science and Cultural Analytics	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	24	24	Parameter-Efficient Conversational Recommender System as a Language Processing Task	Mathieu Ravaut, Hao Zhang, Lu Xu, Aixin Sun, Yong Liu	Poster	Dialogue and Interactive Systems	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	151	151	Harmonizing Code-mixed Conversations: Personality-assisted Code-mixed Response Generation in Dialogues	Shivani Kumar, Tanmoy Chakraborty	Poster	Dialogue and Interactive Systems	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	286	286	Investigating Agency of LLMs in Human-AI Collaboration Tasks	Ashish Sharma, Sudha Rao, Chris Brockett, Akanksha Malhotra, Nebojsa Jojic, Bill Dolan	Poster	Dialogue and Interactive Systems	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	347	347	Investigating Content Planning for Navigating Trade-offs in Knowledge-Grounded Dialogue	Kushal Chawla, Hannah Rashkin, Gaurav Singh Tomar, David Reitter	Poster	Dialogue and Interactive Systems	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	354	354	Creating Suspenseful Stories: Iterative Planning with Large Language Models	Kaige Xie, Mark Riedl	Poster	Dialogue and Interactive Systems	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	429	429	System-Level Natural Language Feedback	Weizhe Yuan, Kyunghyun Cho, Jason E Weston	Poster	Dialogue and Interactive Systems	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	296	296	Minimal Distillation Schedule for Extreme Language Model Compression	Chen Zhang, Yang Yang, Qifan Wang, Jiahao Liu, Jingang Wang, Wei Wu, Dawei Song	Poster	Efficient/Low-resource methods in NLP	Business Meeting	In Person			Radisson	
Business Meeting	2024-03-19	13:00	13:45	186	186	Quantifying Stereotypes in Language	Yang Liu	Poster	Ethics and NLP	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	197	197	Smaller Language Models are Better Zero-shot Machine-Generated Text Detectors	Niloofar Mireshghallah	Poster	Ethics and NLP	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	142	142	Language Model Sentence Completion with a Parser-Driven Rhetorical Control Method	Joshua Zingale, Jugal Kalita	Poster	Generation	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	352	352	Advancing Precise Outline-Conditioned Text Generation with Task Duality and Explicit Outline Control	Yunzhe Li, Qian Chen, Weixiang Yan, Wen Wang, Qinglin Zhang, Hari Sundaram	Poster	Generation	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	37	37	CEAN: Contrastive Event Aggregation Network with LLM-based Augmentation for Event Extraction	Zihao Meng, Tao Liu, Heng Zhang, Kai Feng, Peng Zhao	Poster	Information Extraction	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	98	98	Noise Contrastive Estimation-based Matching Framework for Low-resource Security Attack Pattern Recognition	Tu Nguyen, Nedim Šrndić, Alexander Neth	Poster	Information Extraction	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	256	256	EnCore: Fine-Grained Entity Typing by Pre-Training Entity Encoders on Coreference Chains	Frank Martin Mtumbuka, Steven Schockaert	Poster	Information Extraction	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	481	481	CCPrefix: Counterfactual Contrastive Prefix-Tuning for Many-Class Classification	Yang Li, Canran Xu, Guodong Long, Tao Shen, Chongyang Tao, Jing Jiang	Poster	Information Extraction	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	100	100	Re3val: Reinforced and Reranked Generative Retrieval	EuiYul Song, Sangryul Kim, Haeju Lee, Joonkee Kim, James Thorne	Poster	Information Retrieval and Text Mining	Business Meeting	In Person			Radisson	
Business Meeting	2024-03-19	13:00	13:45	253	253	Learning to Retrieve In-Context Examples for Large Language Models	Liang Wang, Nan Yang, Furu Wei	Poster	Information Retrieval and Text Mining	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	355	355	Few-Shot Dialogue Summarization via Skeleton-Assisted Prompt Transfer in Prompt Tuning	Kaige Xie, Tong Yu, Haoliang Wang, Junda Wu, Handong Zhao, Ruiyi Zhang, Kanak Mahadik, Ani Nenkova, Mark Riedl	Poster	Interpretability and Model Analysis in NLP	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	18	18	NavHint: Vision and Language Navigation Agent with a Hint Generator	Yue Zhang, Quan Guo, Parisa Kordjamshidi	Poster	Language Grounding to Vision, Robotics and Beyond	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	22	22	GEAR: Augmenting Language Models with Generalizable and Efficient Tool Resolution	Yining Lu, Haoping Yu, Daniel Khashabi	Poster	Question Answering	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	54	54	PEARL: Prompting Large Language Models to Plan and Execute Actions Over Long Documents	Simeng Sun, Yang Liu, Shuohang Wang, Dan Iter, Chenguang Zhu, Mohit Iyyer	Poster	Question Answering	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	359	359	Ask, Assess, and Refine: Rectifying Factual Consistency and Hallucination in LLMs with Metric-Guided Feedback Learning	Dongyub Lee, Eunhwan Park, Hodong Lee, Heuiseok Lim	Poster	Question Answering	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	380	380	A RelEntLess Benchmark for Modelling Graded Relations between Named Entities	Asahi Ushio, Jose Camacho-Collados, Steven Schockaert	Poster	Semantics: Lexical	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	30	30	Language Models as Inductive Reasoners	Zonglin Yang, Li Dong, Xinya Du, Hao Cheng, Erik Cambria, Xiaodong Liu, Jianfeng Gao, Furu Wei	Poster	Semantics: Sentence-level Semantics, Textual Inference and other areas	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	104	104	ConstraintChecker: A Plugin for Large Language Models to Reason on Commonsense Knowledge Bases	Quyet V. Do, Tianqing Fang, Shizhe Diao, Zhaowei Wang, Yangqiu Song	Poster	Semantics: Sentence-level Semantics, Textual Inference and other areas	Business Meeting	In Person			Radisson	
Business Meeting	2024-03-19	13:00	13:45	150	150	Capturing the Relationship Between Sentence Triplets for LLM and Human-Generated Texts to Enhance Sentence Embeddings	Na Min An, Sania Waheed, James Thorne	Poster	Semantics: Sentence-level Semantics, Textual Inference and other areas	Business Meeting	Virtual			GatherTown	
Business Meeting	2024-03-19	13:00	13:45	155	155	Leveraging Multi-lingual Positive Instances in Contrastive Learning to Improve Sentence Embedding	Kaiyan Zhao, Qiyu Wu, Xin-Qiang Cai, Yoshimasa Tsuruoka	Poster	Semantics: Sentence-level Semantics, Textual Inference and other areas	Business Meeting	Virtual			GatherTown	
